agency,agency_name,id,use_case_name,agency_bureau,contact_email,is_withheld,development_stage,is_high_impact,HI_justification,topic_area,classification,problem_solved,benefits,system_outputs,operational_date,contracting_usage,vendor_name,have_ato,system_name_ato,data_description,link_to_data,has_pii,pia_url,demographic_features,has_custom_code,code_url,hi_testing_conducted,hi_assessment_completed,hi_potential_impacts,hi_independent_review,hi_ongoing_monitoring,hi_training_established,hi_failsafe_presence,hi_appeal_process,hi_public_consultation
NASA,National Aeronautics and Space Administration,NASA-806,Cloud avoidance for Atmospheric Retrieval Missions,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Generative AI,Methods for atmospheric retrieval of earth science data.,Improved science results.,Methods for atmospheric retrieval of earth science data.,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-807,"Dynamic, Intelligent, Tomographic Imaging",JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Generative AI,Methods for analyzing 3D imaging data,Improved methods for data understanding.,Methods for analyzing 3D imaging data,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-808,Adversarial Policy Evolution via AI,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pilot,Not High-impact,,Science,Reinforcement Learning,"Develop and improve decision-making strategies by having them compete against adversaries, learning and evolving through repeated challenges.",Improved methods.,Learning algorithm.,2021-09-01 00:00:00,In-house Development,,No,,Mission engineering data.,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-809,Adaptive Problem Solving / Hyperparameter Optimization,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pilot,Not High-impact,,Science,Classical ML,Adaptable algorithms to analyze hyperspectral data,Improved science analysis.,Learns features of the data.,2024-09-01 00:00:00,In-house Development,,No,,Earth Science hyperspectral data.,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-811,Onboard Science Instrument Autonomy (OSIA) for OWLS,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,"Onboard biosignature detection for a suite of life-detection instruments (motility, fluorescence, metabolism indicators) and summarizing the data to overcome bandwidth constraints (e.g., at Enceladus or Europa).","Algorithms successfully identified biosignatures during a field test at Mono Lake, CA and achieved compression ratios of 400-1600x on 3 instruments.",Probability that the data contains a biosignature and a summarized/compressed version of the data (for transmission over interplanetary distances),,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-812,EMIT Methane Plume Detection,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Classical ML,Machine learning based detection of methane plumes from imaging spectroscopy data.,Machine learning based detection of methane plumes from imaging spectroscopy data.,methane plumes,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-813,Science Autonomy for NEAScout,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Agentic AI,Autonomy software to support on board AI science capabilities for the Near Earth Asteroid Scout Mission.,Autonomy software to support on board AI science capabilities for the Near Earth Asteroid Scout Mission.,Autonomy software to support on board AI science capabilities for the Near Earth Asteroid Scout Mission.,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-814,"Time Series Forecasting, Evaluation and Deployment (Time-FED)",JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pilot,Not High-impact,,Science,Classical ML,"Time-FED is a machine learning system for Time series Forecasting, Evaluation and Deployment.  TimeFED was created in response to the following data realities: 1) data contains significant gaps (sometimes on the order of months or years) due to sensor outages, 2) data are not sampled at uniform rates, 3) time series data can be in stream or track form. JPL has built an infrastructure for time series prediction and forecasting that respects these realities.","Time-FED is a machine learning system for Time series Forecasting, Evaluation and Deployment.  TimeFED was created in response to the following data realities: 1) data contains significant gaps (sometimes on the order of months or years) due to sensor outages, 2) data are not sampled at uniform rates, 3) time series data can be in stream or track form. JPL has built an infrastructure for time series prediction and forecasting that respects these realities.","Time-FED outputs both predictions and forecasts.  Because Time-FED has been applied to many problems related to extreme events and transient science, Time-FED also finds novel or anomalous events.",2021-09-01 00:00:00,In-house Development,,No,,time series data,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-815,AI Risk-aware task and motion planning for snake-like robots in icy enviroments,JPL: Jet Propulsion Laboratory,agency-caio@mail.nasa.gov,No,Pilot,Not High-impact,,Science,Classical ML,Enables task and navigation planning inextreme ice terrains/environments.,"Time-FED provides time-savings for persons wishing to prepare data for and use ML models.  For example, Time-FED has been used on ML applications applied to GNSS data stored in ESDR archives.",Activity Plan/Schedule and with velocity commands for motion tasks,2022-09-01 00:00:00,In-house Development,,No,,Time-FED is compatible with many datasets including both univariate and multivariate time series datasets.,,No,,[],Yes,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-256,Classification of features in Crew Earth Observations imagery,JSC: Johnson Space Center,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Computer Vision,"Feature classification in Crew Earth Observations imagery of the following classes: Earth limb, lightning, the Moon, aurora, cities (64 cities, day/night), ISS equipment. For deployment on the Gateway to Astronaut Photography","Feature classification in Crew Earth Observations imagery of the following classes: Earth limb, lightning, the Moon, aurora, cities (64 cities, day/night), ISS equipment. For deployment on the Gateway to Astronaut Photography",Feature classification,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-258,Cloud masks from Crew Earth Observations imagery,JSC: Johnson Space Center,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Computer Vision,Generation of cloud masks via segmentation in Crew Earth Observations (Crew Earth Observations) images. For deployment on the Gateway to Astronaut Photography to supplement search tags.,Generation of cloud masks via segmentation in Crew Earth Observations (Crew Earth Observations) images. For deployment on the Gateway to Astronaut Photography to supplement search tags.,cloud masks via segmentation,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-259,Comment Analytics Dashboard,JSC: Johnson Space Center,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,NLP,"Developed using Python and R, the Comment Analysis Dashboard is designed to visualize sentiment scored data provided by SF to better understand how crew members feel on a day-to-day basis, allowing for improved decision making when determining how to meet crew member needs. The data visualization comes with a data handling notebook designed to give SF insights into the analytics portion of the application, i.e. using comparative analysis to select a sentiment scoring model.","Developed using Python and R, the Comment Analysis Dashboard is designed to visualize sentiment scored data provided by SF to better understand how crew members feel on a day-to-day basis, allowing for improved decision making when determining how to meet crew member needs. The data visualization comes with a data handling notebook designed to give SF insights into the analytics portion of the application, i.e. using comparative analysis to select a sentiment scoring model.",visualize sentiment scored data,,,,,,,,,,[],,,,,,,,,,,[]
NASA,National Aeronautics and Space Administration,NASA-260,Crew Earth Observations automated georeferencing/geolocation,JSC: Johnson Space Center,agency-caio@mail.nasa.gov,No,Pre-deployment,Not High-impact,,Science,Computer Vision,Automated georeferencing of Crew Earth Observation images. For deployment on the Gateway to Astronaut Photography.,Automated georeferencing of Crew Earth Observation images. For deployment on the Gateway to Astronaut Photography.,This would inject images onto maps / virtual globe automatically.,,,,,,,,,,[],,,,,,,,,,,[]
